grade,gene,Gene description,Phenotype description
40,PRB3,proline rich protein BstNI subfamily 3 ,
40,PALD1,phosphatase domain containing paladin 1 ,
40,PANX1,pannexin 1 ,OOCYTE MATURATION DEFECT 7
40,NID2,nidogen 2 ,
40,NNT,nicotinamide nucleotide transhydrogenase ,Familial glucocorticoid deficiency
40,ARPIN-AP3S2,ARPIN-AP3S2 readthrough ,
40,TRIM16,tripartite motif containing 16 ,
40,GPRIN1,G protein regulated inducer of neurite outgrowth 1 ,
40,H2AJ,H2A.J histone ,
40,TEAD4,TEA domain transcription factor 4 ,
40,CSNK2A2,casein kinase 2 alpha 2 ,
40,SPACA4,sperm acrosome associated 4 ,
40,TRIM8,tripartite motif containing 8 ,Early infantile epileptic encephalopathy
40,SHISA2,shisa family member 2 ,
40,ROR1,receptor tyrosine kinase like orphan receptor 1 ,Autosomal recessive non-syndromic sensorineural deafness type DFNB
40,KDM5C,lysine demethylase 5C ,Syndromic X-linked intellectual disability due to JARID1C mutation
40,EEF1AKMT2,EEF1A lysine methyltransferase 2 ,
40,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3 ,Isolated complex I deficiency
40,CTNNBL1,catenin beta like 1 ,
40,GLMP,glycosylated lysosomal membrane protein ,
40,STAU1,staufen double-stranded RNA binding protein 1 ,
40,BPTF,bromodomain PHD finger transcription factor ,17q24.2 microdeletion syndrome
40,TPD52L3,TPD52 like 3 ,
40,NBEAL2,neurobeachin like 2 ,GRAY PLATELET SYNDROME
40,APLF,aprataxin and PNKP like factor ,
40,ST3GAL4,"""ST3 beta-galactoside alpha-2","3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]"""
40,KLK13,kallikrein related peptidase 13 ,
40,NRSN2,neurensin 2 ,
40,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22 ,
40,TRAF4,TNF receptor associated factor 4 ,
40,YKT6,YKT6 v-SNARE homolog ,
40,MAP7,microtubule associated protein 7 ,
40,VTI1B,vesicle transport through interaction with t-SNAREs 1B ,
40,ARHGEF28,Rho guanine nucleotide exchange factor 28 ,
40,SLC25A23,solute carrier family 25 member 23 ,
40,,novel  protein,
40,NR5A2,nuclear receptor subfamily 5 group A member 2 ,
40,HLA-DQA2,"""major histocompatibility complex", class II
40,SP100,SP100 nuclear antigen ,
40,RMC1,regulator of MON1-CCZ1 ,
40,NEIL3,nei like DNA glycosylase 3 ,
40,TRAPPC8,trafficking protein particle complex 8 ,
40,TBC1D10A,TBC1 domain family member 10A ,
40,CPA4,carboxypeptidase A4 ,
40,BNIP5,BCL2 interacting protein 5 ,
40,LRRIQ3,leucine rich repeats and IQ motif containing 3 ,
40,VSIG4,V-set and immunoglobulin domain containing 4 ,
40,STARD4,StAR related lipid transfer domain containing 4 ,
40,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase ,
40,SLC51A,solute carrier family 51 subunit alpha ,
40,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase ,Pontocerebellar hypoplasia type 2
40,RABIF,RAB interacting factor ,
40,HSDL2,hydroxysteroid dehydrogenase like 2 ,
40,SCG2,secretogranin II ,
40,REN,renin ,REN-related autosomal dominant tubulointerstitial kidney disease
40,MPP4,membrane palmitoylated protein 4 ,
40,IDNK,IDNK gluconokinase ,
40,ABHD1,abhydrolase domain containing 1 ,
40,MAGEB18,MAGE family member B18 ,
40,PKN1,protein kinase N1 ,
40,ZNF486,zinc finger protein 486 ,
40,MCIDAS,multiciliate differentiation and DNA synthesis associated cell cycle protein ,Primary ciliary dyskinesia
40,F9,coagulation factor IX ,Mild hemophilia B
40,TRMT10A,tRNA methyltransferase 10A ,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome
40,NOX4,NADPH oxidase 4 ,
40,SIKE1,suppressor of IKBKE 1 ,
40,BARX2,BARX homeobox 2 ,
40,CP,ceruloplasmin ,Aceruloplasminemia
40,PCF11,PCF11 cleavage and polyadenylation factor subunit ,
40,IL18BP,interleukin 18 binding protein ,HEPATITIS FULMINANT VIRAL SUSCEPTIBILITY TO
40,GDF5-AS1,GDF5 antisense RNA 1 ,
40,FLNA,filamin A ,Congenital short bowel syndrome
40,SPARC,secreted protein acidic and cysteine rich ,Osteogenesis imperfecta type 4
40,KCNJ11,potassium inwardly rectifying channel subfamily J member 11 ,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
40,CCR8,C-C motif chemokine receptor 8 ,
40,MAFK,MAF bZIP transcription factor K ,
40,ULBP2,UL16 binding protein 2 ,
40,KCNH2,potassium voltage-gated channel subfamily H member 2 ,Familial short QT syndrome
40,MAN2C1,mannosidase alpha class 2C member 1 ,
40,SLC25A16,solute carrier family 25 member 16 ,
40,BCAT1,branched chain amino acid transaminase 1 ,
40,PPHLN1,periphilin 1 ,
40,RAB29,"""RAB29"," member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]"""
40,LOX,lysyl oxidase ,Familial thoracic aortic aneurysm and aortic dissection
40,RAD51,RAD51 recombinase ,Familial congenital mirror movements
40,NFKBID,NFKB inhibitor delta ,
40,PRDM1,PR/SET domain 1 ,
40,CASQ1,calsequestrin 1 ,Tubular-Aggregate Myopathy
40,FBH1,F-box DNA helicase 1 ,
40,MTHFSD,methenyltetrahydrofolate synthetase domain containing ,
40,RHOT2,ras homolog family member T2 ,
40,CSH2,chorionic somatomammotropin hormone 2 ,
40,TRAT1,T cell receptor associated transmembrane adaptor 1 ,
40,CNGA2,cyclic nucleotide gated channel subunit alpha 2 ,Isolated congenital anosmia
40,NUDT19,nudix hydrolase 19 ,
40,ARL2,ADP ribosylation factor like GTPase 2 ,MICROCORNEA ROD-CONE DYSTROPHY CATARACT AND POSTERIOR STAPHYLOMA 1
40,TLR6,toll like receptor 6 ,
40,KRTAP2-3,keratin associated protein 2-3 ,
40,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3 ,
40,RAET1G,retinoic acid early transcript 1G ,
40,MAGEB2,MAGE family member B2 ,
40,TLX3,T cell leukemia homeobox 3 ,Precursor T-cell acute lymphoblastic leukemia
40,SPATS2,spermatogenesis associated serine rich 2 ,
40,LARS1,leucyl-tRNA synthetase 1 ,Acute infantile liver failure-multisystemic involvement syndrome
40,CAPN1,calpain 1 ,Autosomal recessive spastic paraplegia type 76
40,CLCN2,chloride voltage-gated channel 2 ,Juvenile myoclonic epilepsy
40,UGT1A6,UDP glucuronosyltransferase family 1 member A6 ,
40,ROCK1,Rho associated coiled-coil containing protein kinase 1 ,
40,CASS4,Cas scaffold protein family member 4 ,
40,NELFA,negative elongation factor complex member A ,Wolf-Hirschhorn syndrome
40,DMC1,DNA meiotic recombinase 1 ,NON RARE IN EUROPE: Primary ovarian failure
40,GRIA3,glutamate ionotropic receptor AMPA type subunit 3 ,X-linked intellectual disability due to GRIA3 mutations
40,HIBCH,3-hydroxyisobutyryl-CoA hydrolase ,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency
40,TIMM29,translocase of inner mitochondrial membrane 29 ,
40,EVA1A,"""eva-1 homolog A"," regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]"""
40,SLC44A4,solute carrier family 44 member 4 ,Autosomal dominant non-syndromic sensorineural deafness type DFNA
40,NSMCE1,"""NSE1 homolog"," SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]"""
40,SMIM6,small integral membrane protein 6 ,
40,PLD2,phospholipase D2 ,
40,ARID5A,AT-rich interaction domain 5A ,
40,TONSL,"""tonsoku like"," DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]"""
40,MECR,mitochondrial trans-2-enoyl-CoA reductase ,MEPAN syndrome
40,IDI1,isopentenyl-diphosphate delta isomerase 1 ,
40,RHOBTB1,Rho related BTB domain containing 1 ,
40,SAMD14,sterile alpha motif domain containing 14 ,
40,LEFTY2,left-right determination factor 2 ,Situs ambiguus
40,PIM2,"""Pim-2 proto-oncogene"," serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]"""
40,COL18A1,collagen type XVIII alpha 1 chain ,Knobloch syndrome
40,POMGNT1,"""protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1","2-) [Source:HGNC Symbol;Acc:HGNC:19139]"""
40,DRC7,dynein regulatory complex subunit 7 ,
40,OTX2,orthodenticle homeobox 2 ,Agnathia-holoprosencephaly-situs inversus syndrome
40,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3 ,
40,MAGEA1,MAGE family member A1 ,
40,MRPS36,mitochondrial ribosomal protein S36 ,
40,LARP7,"""La ribonucleoprotein 7"," transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]"""
40,FZD9,frizzled class receptor 9 ,
40,ZMYM4,zinc finger MYM-type containing 4 ,
40,TMEM203,transmembrane protein 203 ,
40,MED10,mediator complex subunit 10 ,
40,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2 ,LEUKODYSTROPHY HYPOMYELINATING 17
40,SCMH1,Scm polycomb group protein homolog 1 ,
40,FAM186B,family with sequence similarity 186 member B ,
40,USP36,ubiquitin specific peptidase 36 ,
40,ARHGDIB,Rho GDP dissociation inhibitor beta ,
40,ACTA2,"""actin alpha 2"," smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"""
40,LRRC1,leucine rich repeat containing 1 ,
40,BBOX1,gamma-butyrobetaine hydroxylase 1 ,
40,ZNF768,zinc finger protein 768 ,
40,KLHL1,kelch like family member 1 ,
40,TXNDC15,thioredoxin domain containing 15 ,
40,SOAT2,sterol O-acyltransferase 2 ,
40,OR2C3,olfactory receptor family 2 subfamily C member 3 ,
40,PRR5L,proline rich 5 like ,
40,CPNE2,copine 2 ,
40,C19orf81,chromosome 19 open reading frame 81 ,
40,NUDT6,nudix hydrolase 6 ,
40,,novel transcript,
40,TSLP,thymic stromal lymphopoietin ,
40,MGAM2,maltase-glucoamylase 2 (putative) ,
40,MATN1,matrilin 1 ,
40,NKAPD1,NKAP domain containing 1 ,
40,STK31,serine/threonine kinase 31 ,
40,HAT1,histone acetyltransferase 1 ,
40,SLC5A12,solute carrier family 5 member 12 ,
40,PNMA8A,PNMA family member 8A ,
40,SNAP29,synaptosome associated protein 29 ,CEDNIK syndrome
40,FAM149A,family with sequence similarity 149 member A ,
40,IFT122,intraflagellar transport 122 ,Cranioectodermal dysplasia
40,MAP3K5,mitogen-activated protein kinase kinase kinase 5 ,
40,OR56B4,olfactory receptor family 56 subfamily B member 4 ,
40,NUDCD1,NudC domain containing 1 ,
40,BDKRB2,bradykinin receptor B2 ,
40,UBE2F-SCLY,UBE2F-SCLY readthrough (NMD candidate) ,
40,RNF32,ring finger protein 32 ,
40,GRSF1,G-rich RNA sequence binding factor 1 ,
40,MAOB,monoamine oxidase B ,
40,TIMP4,TIMP metallopeptidase inhibitor 4 ,
40,TMEM9,transmembrane protein 9 ,
40,CARD10,caspase recruitment domain family member 10 ,
40,,novel protein,
40,ZBTB38,zinc finger and BTB domain containing 38 ,
40,ADGRG4,adhesion G protein-coupled receptor G4 ,
40,ZNF620,zinc finger protein 620 ,
40,SPAG9,sperm associated antigen 9 ,
40,ZNF396,zinc finger protein 396 ,
40,RPS11,ribosomal protein S11 ,
40,NPIPB12,nuclear pore complex interacting protein family member B12 ,
40,GUCA2B,guanylate cyclase activator 2B ,
40,SMS,spermine synthase ,X-linked intellectual disability Snyder type
40,MPHOSPH10,M-phase phosphoprotein 10 ,
40,FDFT1,farnesyl-diphosphate farnesyltransferase 1 ,SQUALENE SYNTHASE DEFICIENCY
40,EIF3H,eukaryotic translation initiation factor 3 subunit H ,
40,TBC1D20,TBC1 domain family member 20 ,Micro syndrome
40,KRTAP3-1,keratin associated protein 3-1 ,
40,CASP8,caspase 8 ,Adult hepatocellular carcinoma
40,TRIAP1,TP53 regulated inhibitor of apoptosis 1 ,
40,SLC45A3,solute carrier family 45 member 3 ,
40,TVP23C-CDRT4,TVP23C-CDRT4 readthrough ,
40,PCDHGB5,"""protocadherin gamma subfamily B"," 5 [Source:HGNC Symbol;Acc:HGNC:8712]"""
40,CUL3,cullin 3 ,Pseudohypoaldosteronism type 2E
40,PSPH,phosphoserine phosphatase ,3-phosphoserine phosphatase deficiency infantile/juvenile form
40,GPR88,G protein-coupled receptor 88 ,Chorea childhood-onset with psychomotor retardation
40,SYNPR,synaptoporin ,
40,SLC22A25,solute carrier family 22 member 25 ,
40,FRG2B,FSHD region gene 2 family member B ,
40,MEGF11,multiple EGF like domains 11 ,
40,PTGER3,prostaglandin E receptor 3 ,
40,GCSAM,germinal center associated signaling and motility ,
40,CS,citrate synthase ,
40,ROPN1,rhophilin associated tail protein 1 ,
40,IFT22,intraflagellar transport 22 ,
40,EXOSC9,exosome component 9 ,Pontocerebellar hypoplasia type 1
40,SMIM12,small integral membrane protein 12 ,
40,RRP36,ribosomal RNA processing 36 ,
40,VAMP7,vesicle associated membrane protein 7 ,46XY partial gonadal dysgenesis
40,,novel protein,
40,DSC3,desmocollin 3 ,Hereditary hypotrichosis with recurrent skin vesicles
40,USP44,ubiquitin specific peptidase 44 ,
40,FRG2,FSHD region gene 2 ,
40,ABCF3,ATP binding cassette subfamily F member 3 ,
40,ATL1,atlastin GTPase 1 ,Autosomal dominant spastic paraplegia type 3
40,MTFP1,mitochondrial fission process 1 ,
40,WDR33,WD repeat domain 33 ,
40,IL4I1,interleukin 4 induced 1 ,
40,TUBGCP6,tubulin gamma complex associated protein 6 ,Autosomal recessive chorioretinopathy-microcephaly syndrome
40,RNF121,ring finger protein 121 ,
40,NBPF3,NBPF member 3 ,
40,CD177,CD177 molecule ,
40,TTPA,alpha tocopherol transfer protein ,Ataxia with vitamin E deficiency
40,SLC4A11,solute carrier family 4 member 11 ,Congenital hereditary endothelial dystrophy type II
40,RPS16,ribosomal protein S16 ,
40,TM2D3,TM2 domain containing 3 ,
40,ZNF813,zinc finger protein 813 ,
40,SPPL2B,signal peptide peptidase like 2B ,
40,DLG1,discs large MAGUK scaffold protein 1 ,Cleft lip/palate
40,DOC2B,double C2 domain beta ,
40,ZNF233,zinc finger protein 233 ,
40,SMARCD3,"""SWI/SNF related", matrix associated
40,ZMYM1,zinc finger MYM-type containing 1 ,
40,LPA,lipoprotein(a) ,LIPOPROTEINa QUANTITATIVE TRAIT LOCUS
40,NFKBIL1,NFKB inhibitor like 1 ,Rheumatoid arthritis
40,ASF1A,anti-silencing function 1A histone chaperone ,
40,RUFY1,RUN and FYVE domain containing 1 ,
40,ZNF17,zinc finger protein 17 ,
40,ADIRF,adipogenesis regulatory factor ,
40,OGN,osteoglycin ,
40,ZNF624,zinc finger protein 624 ,
40,FUCA2,alpha-L-fucosidase 2 ,
40,TMEM97,transmembrane protein 97 ,
40,VAMP3,vesicle associated membrane protein 3 ,
40,FAM181A,family with sequence similarity 181 member A ,
40,STMN2,stathmin 2 ,
40,NPIPB5,nuclear pore complex interacting protein family member B5 ,
40,PALM2AKAP2,PALM2 and AKAP2 fusion ,
40,INPP5A,inositol polyphosphate-5-phosphatase A ,
40,OGA,O-GlcNAcase ,
40,VTN,vitronectin ,
40,PAK5,p21 (RAC1) activated kinase 5 ,
40,KLHL34,kelch like family member 34 ,
40,RBM26,RNA binding motif protein 26 ,
40,LRRC20,leucine rich repeat containing 20 ,
40,TEFM,"""transcription elongation factor"," mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]"""
40,HAGHL,hydroxyacylglutathione hydrolase like ,
40,GTPBP6,GTP binding protein 6 (putative) ,
40,PHF10,PHD finger protein 10 ,
40,SCIMP,SLP adaptor and CSK interacting membrane protein ,
40,NPTXR,neuronal pentraxin receptor ,
40,P2RX1,purinergic receptor P2X 1 ,
40,TTC33,tetratricopeptide repeat domain 33 ,
40,PPY,pancreatic polypeptide ,
40,SGK2,serum/glucocorticoid regulated kinase 2 ,
40,SMAD5,SMAD family member 5 ,
40,SHOX,short stature homeobox ,LANGER MESOMELIC DYSPLASIA
40,RUFY4,RUN and FYVE domain containing 4 ,
40,PDE4B,phosphodiesterase 4B ,
40,P3H2,prolyl 3-hydroxylase 2 ,Rare isolated myopia
40,SLC31A1,solute carrier family 31 member 1 ,Autosomal Recessive Mental Retardation
40,AMFR,autocrine motility factor receptor ,
40,,novel transcript,
40,WHRN,whirlin ,Autosomal recessive non-syndromic sensorineural deafness type DFNB
40,CD72,CD72 molecule ,
40,TBC1D17,TBC1 domain family member 17 ,
40,HMGN4,high mobility group nucleosomal binding domain 4 ,
40,C20orf96,chromosome 20 open reading frame 96 ,
40,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta ,Severe combined immunodeficiency due to IKK2 deficiency
40,CARM1,coactivator associated arginine methyltransferase 1 ,
40,UHRF2,ubiquitin like with PHD and ring finger domains 2 ,
40,RPRD2,regulation of nuclear pre-mRNA domain containing 2 ,
40,PLCD1,phospholipase C delta 1 ,Leukonychia totalis
40,ING1,inhibitor of growth family member 1 ,Squamous cell carcinoma of salivary glands
40,GPR45,G protein-coupled receptor 45 ,
40,TMEM59L,transmembrane protein 59 like ,
40,FAM76B,family with sequence similarity 76 member B ,
40,PCGF2,polycomb group ring finger 2 ,TURNPENNY-FRY SYNDROME
40,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase ,3-HYDROXY-3-METHYLGLUTARYL-CoA REDUCTASE
40,ZNF316,zinc finger protein 316 ,
40,ZNF433,zinc finger protein 433 ,
40,TUSC2,"""tumor suppressor 2"," mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]"""
40,ZNF648,zinc finger protein 648 ,
40,ATOH8,atonal bHLH transcription factor 8 ,
40,MAPKAPK2,MAPK activated protein kinase 2 ,
40,ZNF300,zinc finger protein 300 ,
40,EPC2,enhancer of polycomb homolog 2 ,
40,LTBR,lymphotoxin beta receptor ,
40,RAD51C,RAD51 paralog C ,Fanconi anemia
40,LZIC,leucine zipper and CTNNBIP1 domain containing ,
40,NCAPG,non-SMC condensin I complex subunit G ,
40,RNF111,ring finger protein 111 ,
40,MTMR12,myotubularin related protein 12 ,
40,ATG2A,autophagy related 2A ,
40,ST6GALNAC5,"""ST6 N-acetylgalactosaminide alpha-2","6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]"""
40,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1 ,
40,POLI,DNA polymerase iota ,
40,C1QTNF2,C1q and TNF related 2 ,
40,COQ4,coenzyme Q4 ,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome
40,RNF126,ring finger protein 126 ,
40,MT1H,metallothionein 1H ,
40,CSTF2T,cleavage stimulation factor subunit 2 tau variant ,
40,BTLA,B and T lymphocyte associated ,
40,COPE,COPI coat complex subunit epsilon ,
40,GRIK1,glutamate ionotropic receptor kainate type subunit 1 ,
40,TTLL10,tubulin tyrosine ligase like 10 ,
40,NMU,neuromedin U ,
40,CDC23,cell division cycle 23 ,
40,SLC22A9,solute carrier family 22 member 9 ,
40,PWWP3B,PWWP domain containing 3B ,
40,IL15RA,interleukin 15 receptor subunit alpha ,
40,ARMH2,armadillo like helical domain containing 2 ,
40,KLF15,Kruppel like factor 15 ,
40,SLC25A44,solute carrier family 25 member 44 ,
40,LBP,lipopolysaccharide binding protein ,
40,,novel protein,
40,PMVK,phosphomevalonate kinase ,Porokeratosis of Mibelli
40,CHURC1-FNTB,CHURC1-FNTB readthrough ,
40,C17orf97,chromosome 17 open reading frame 97 ,
40,CYP4F12,cytochrome P450 family 4 subfamily F member 12 ,
40,AUTS2,activator of transcription and developmental regulator AUTS2 ,Autism spectrum disorder due to AUTS2 deficiency
40,TMEM167A,transmembrane protein 167A ,
40,DACH1,dachshund family transcription factor 1 ,
40,RBMX,RNA binding motif protein X-linked ,MENTAL RETARDATION X-LINKED SYNDROMIC 11
40,SHISA5,shisa family member 5 ,
40,MED18,mediator complex subunit 18 ,
40,ZNF597,zinc finger protein 597 ,
40,DUS2,dihydrouridine synthase 2 ,
40,COX6C,cytochrome c oxidase subunit 6C ,
40,DSCR4,Down syndrome critical region 4 ,
40,IL4,interleukin 4 ,
40,LIX1L,limb and CNS expressed 1 like ,
40,SLC7A4,solute carrier family 7 member 4 ,
40,ANKRD13A,ankyrin repeat domain 13A ,
40,LRATD2,LRAT domain containing 2 ,
40,HIVEP1,HIVEP zinc finger 1 ,
40,SLIT2,slit guidance ligand 2 ,
40,TIMM10,translocase of inner mitochondrial membrane 10 ,
40,,novel transcript,
40,TMEM181,transmembrane protein 181 ,
40,SKA3,spindle and kinetochore associated complex subunit 3 ,
40,C9orf116,chromosome 9 open reading frame 116 ,
40,NOM1,nucleolar protein with MIF4G domain 1 ,
40,ASB5,ankyrin repeat and SOCS box containing 5 ,
40,RPS3,ribosomal protein S3 ,
40,MISP,mitotic spindle positioning ,
40,FBXO15,F-box protein 15 ,
40,PGM2L1,phosphoglucomutase 2 like 1 ,
40,C14orf178,chromosome 14 open reading frame 178 ,
40,MAGEB10,MAGE family member B10 ,
40,UPK3A,uroplakin 3A ,Renal agenesis unilateral
40,SBSN,suprabasin ,
40,CBY1,"""chibby family member 1"," beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]"""
40,MED15,mediator complex subunit 15 ,
40,ATAD5,ATPase family AAA domain containing 5 ,
40,ANO1,anoctamin 1 ,
40,OCA2,OCA2 melanosomal transmembrane protein ,Angelman syndrome due to maternal 15q11q13 deletion
40,B3GNT4,"""UDP-GlcNAc:betaGal beta-1","3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]"""
40,GIPC2,GIPC PDZ domain containing family member 2 ,
40,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3 ,
40,RBFOX2,RNA binding fox-1 homolog 2 ,
40,SCG3,secretogranin III ,
40,AGTR2,angiotensin II receptor type 2 ,X-linked non-syndromic intellectual disability
40,PNPLA5,patatin like phospholipase domain containing 5 ,
40,PMCH,pro-melanin concentrating hormone ,
40,GLT1D1,glycosyltransferase 1 domain containing 1 ,
